Custcode,Partno,Brand,Areano,Dnno,qty,amt,cost,profit,gp,sales,months,place,type
10009,10004,10002,1005,2162,4000,3816.44,3551.46,264.98,0.07 ,10008,35,10004,0
10009,10004,10002,1005,2162,2000,1908.22,1775.75,132.47,0.07 ,10008,35,10004,0
10009,10004,10002,1005,2162,2000,1908.22,1775.73,132.49,0.07 ,10008,35,10004,0
10030,10003,10003,1014,593,30000,15824.28,11286.42,4537.86,0.29 ,10017,78,10004,0
10012,10002,10002,1006,440,19000,17685.96,16439.085,1246.875,0.07 ,10010,13,10004,0
10012,10002,10002,1006,440,9500,8842.98,8219.5425,623.4375,0.07 ,10010,13,10004,0
10046,10001,10001,1013,2074,56000,99910.17,71791.944,28118.226,0.28 ,10002,58,10002,0
10029,10001,10001,1006,61,17500,31221.91,22434.9825,8786.9275,0.28 ,10001,59,10001,0
10032,10003,10003,1013,1983,600000,225728.7,225771,-42.3,0.00 ,10030,77,10004,1
10032,10003,10003,1013,1983,990000,372452.36,372621.15,-168.79,0.00 ,10023,83,10004,1
10005,10002,10002,1009,594,142500,127117.84,123293.1375,3824.7025,0.03 ,10008,35,10004,0
10005,10002,10002,1009,594,104500,93219.75,92566.727,653.023,0.01 ,10008,35,10004,0
10012,10002,10002,1006,440,9500,8856.55,8220.2835,636.2665,0.07 ,10010,13,10004,0
10012,10002,10002,1006,440,9500,8856.55,8220.2835,636.2665,0.07 ,10010,13,10004,0
10012,10002,10002,1006,440,9500,8856.55,8220.2835,636.2665,0.07 ,10010,13,10004,0
10036,10003,10003,1015,1228,5000,1981.07,1883.96,97.11,0.05 ,10026,27,10004,1
10036,10003,10003,1015,1228,50000,19810.7,18839.6,971.1,0.05 ,10026,27,10004,1
10036,10003,10003,1015,1228,220000,87167.06,82894.24,4272.82,0.05 ,10026,27,10004,1
10036,10003,10003,1015,1228,385000,152542.34,145064.92,7477.42,0.05 ,10026,27,10004,1
10032,10003,10003,1013,1983,180000,67822.5,67718.16,104.34,0.00 ,10023,83,10004,1
10032,10003,10003,1013,1983,75000,28259.37,28215.9,43.47,0.00 ,10023,83,10004,1
10045,10001,10001,1002,1241,7000,11637.81,8973.993,2663.817,0.23 ,10002,58,10002,0
10035,10004,10002,1005,762,10000,10876.46,8878.66,1997.8,0.18 ,10019,47,10004,0
10005,10002,10002,1009,594,47500,42437.62,40172.46,2265.16,0.05 ,10008,35,10004,0
10005,10002,10002,1009,594,85500,76387.71,73982.637,2405.073,0.03 ,10008,35,10004,0
10005,10002,10002,1009,594,19000,16975.05,16440.567,534.483,0.03 ,10008,35,10004,0
10041,10004,10002,1005,1124,28000,26103.5,25744.152,359.348,0.01 ,10029,11,10004,0
10041,10004,10002,1005,1124,4000,3729.08,3617.2,111.88,0.03 ,10029,11,10004,0
10009,10004,10002,1002,279,6000,5733.45,5327.208,406.242,0.07 ,10008,35,10004,0
10030,10003,10003,1014,593,30000,15848.56,11286.42,4562.14,0.29 ,10017,78,10004,0
10047,10006,10002,1017,671,240000,261035.04,250209.84,10825.2,0.04 ,10008,35,10004,0
10047,10006,10002,1017,671,22169,24112.02,23112.0693,999.9507,0.04 ,10008,35,10004,0
10043,10004,10002,1013,835,2000,1864.54,1808.6,55.94,0.03 ,10025,71,10004,0
10043,10004,10002,1013,835,24000,22374.43,21703.2,671.23,0.03 ,10025,71,10004,0
10046,10001,10001,1013,2074,105000,187618.94,134609.895,53009.045,0.28 ,10002,58,10002,0
10036,10003,10003,1015,1228,25000,9905.35,9419.8,485.55,0.05 ,10026,27,10004,1
10036,10003,10003,1015,1228,10000,3962.14,3767.92,194.22,0.05 ,10026,27,10004,1
10036,10003,10003,1015,1228,540000,213955.51,203467.14,10488.37,0.05 ,10026,27,10004,1
10036,10003,10003,1015,1228,180000,71318.5,67822.56,3495.94,0.05 ,10026,27,10004,1
10036,10003,10003,1015,1228,405000,160466.63,152600.355,7866.275,0.05 ,10026,27,10004,1
10036,10003,10003,1015,1228,175000,69337.43,65938.6,3398.83,0.05 ,10026,27,10004,1
10036,10003,10003,1015,1228,45000,17829.63,16955.64,873.99,0.05 ,10026,27,10004,1
10036,10003,10003,1015,1228,60000,23772.83,22607.34,1165.49,0.05 ,10026,27,10004,1
10019,10003,10003,1006,1311,15000,7691.21,5651.88,2039.33,0.27 ,10015,13,10004,0
10007,10002,10002,1003,884,19000,16975.05,15749.898,1225.152,0.07 ,10005,105,10004,0
10041,10004,10002,1005,1124,72000,67123.3,65380.896,1742.404,0.03 ,10029,11,10004,0
10009,10004,10002,1005,2162,2000,1911.15,1808.6,102.55,0.05 ,10008,35,10004,0
10009,10004,10002,1005,2162,12000,11466.9,11077.668,389.232,0.03 ,10008,35,10004,0
10009,10004,10002,1005,2162,4000,3822.3,3707.632,114.668,0.03 ,10008,35,10004,0
10009,10004,10002,1005,2162,6000,5733.45,5425.8,307.65,0.05 ,10008,35,10004,0
10009,10004,10002,1005,2162,16000,15289.2,14468.8,820.4,0.05 ,10008,35,10004,0
10029,10001,10001,1006,61,14000,25015.86,17947.986,7067.874,0.28 ,10001,59,10001,0
10026,10003,10003,1009,1528,30000,14450.15,11303.76,3146.39,0.22 ,10020,8,10004,0
10005,10002,10002,1009,594,3715,3319.11,3079.5195,239.5905,0.07 ,10008,35,10004,0
10005,10002,10002,1009,594,148285,132481.34,124185.5735,8295.7665,0.06 ,10008,35,10004,0
10046,10001,10001,1013,2074,49000,87555.5,62880.083,24675.417,0.28 ,10002,58,10002,0
10046,10001,10001,1013,2074,28000,50031.72,35951.048,14080.672,0.28 ,10002,58,10002,0
10012,10002,10002,1006,440,9500,8856.55,8590.85,265.7,0.03 ,10010,13,10004,0
10012,10002,10002,1006,440,9500,8856.55,8315.787,540.763,0.06 ,10010,13,10004,0
10012,10002,10002,1006,440,19000,17713.09,16465.799,1247.291,0.07 ,10010,13,10004,0
10041,10004,10002,1005,1124,16000,14916.29,14468.8,447.49,0.03 ,10029,11,10004,0
10041,10004,10002,1005,1124,92000,85768.66,83195.6,2573.06,0.03 ,10029,11,10004,0
10019,10003,10003,1006,1311,15000,7691.21,5651.88,2039.33,0.27 ,10015,13,10004,0
10036,10003,10003,1015,1228,300000,118864.17,113037.6,5826.57,0.05 ,10026,27,10004,1
10030,10003,10003,1014,593,15000,7924.28,5643.21,2281.07,0.29 ,10017,78,10004,0
10030,10003,10003,1014,593,45000,23772.83,16929.63,6843.2,0.29 ,10017,78,10004,0
10036,10003,10003,1015,1228,90000,35659.25,33911.28,1747.97,0.05 ,10026,27,10004,1
10036,10003,10003,1015,1228,240000,95091.34,90429.84,4661.5,0.05 ,10026,27,10004,1
10036,10003,10003,1015,1228,135000,53488.87,50866.92,2621.95,0.05 ,10026,27,10004,1
10005,10002,10002,1009,594,28500,25462.57,24698.6985,763.8715,0.03 ,10008,35,10004,0
10005,10005,10002,1009,594,6000,5360.54,4973.652,386.888,0.07 ,10008,35,10004,1
10032,10003,10003,1013,1983,885000,333460.61,332950.275,510.335,0.00 ,10023,83,10004,1
10015,10001,10001,1006,1701,3500,6253.96,4493.881,1760.079,0.28 ,10001,60,10001,0
10009,10004,10002,1005,2162,2000,1911.15,1808.6,102.55,0.05 ,10008,36,10004,0
10012,10002,10002,1006,440,9500,8856.55,8232.8995,623.6505,0.07 ,10010,14,10004,0
10030,10003,10003,1014,593,10000,5282.85,3762.14,1520.71,0.29 ,10017,79,10004,0
10030,10003,10003,1014,593,105000,55469.95,39502.47,15967.48,0.29 ,10017,79,10004,0
10030,10003,10003,1014,593,65000,34338.54,24453.91,9884.63,0.29 ,10017,79,10004,0
10023,10004,10002,1005,1288,2000,2175.29,1808.6,366.69,0.17 ,10018,93,10004,0
10012,10002,10002,1006,440,9500,8845.37,7874.949,970.421,0.11 ,10010,14,10004,0
10005,10002,10002,1009,594,51000,45564.6,44197.671,1366.929,0.03 ,10008,36,10004,0
10005,10002,10002,1009,594,28500,24355.5,24698.6985,-343.1985,-0.01 ,10008,36,10004,0
10005,10002,10002,1009,594,95000,81185.01,82328.995,-1143.985,-0.01 ,10008,36,10004,0
10005,10002,10002,1009,594,129500,110667.97,109017.1145,1650.8555,0.01 ,10008,36,10004,0
10030,10003,10003,1014,593,35000,18489.98,16294.11,2195.87,0.12 ,10017,79,10004,0
10030,10003,10003,1014,593,115000,60752.8,53537.79,7215.01,0.12 ,10017,79,10004,0
10009,10002,10002,1005,2162,4000,3817.48,3450.22,367.26,0.10 ,10008,36,10004,0
10009,10002,10002,1005,2162,5500,5249.03,4759.1115,489.9185,0.09 ,10008,36,10004,0
10030,10003,10003,1014,593,345000,181979.22,160613.37,21365.85,0.12 ,10017,79,10004,0
10043,10004,10002,1013,835,2000,1862.18,1808.6,53.58,0.03 ,10025,72,10004,0
10043,10004,10002,1013,835,12000,11173.1,11086.5,86.6,0.01 ,10025,72,10004,0
10046,10001,10001,1013,2074,49000,87445.06,62914.334,24530.726,0.28 ,10002,59,10002,0
10029,10001,10001,1006,61,10500,14827.64,13481.643,1345.997,0.09 ,10001,60,10001,1
10029,10001,10001,1006,61,3500,4942.55,4493.881,448.669,0.09 ,10001,60,10001,1
10036,10003,10003,1015,1228,380000,150330.66,143000.08,7330.58,0.05 ,10026,28,10004,1
10036,10003,10003,1015,1228,220000,87033.54,82789.74,4243.8,0.05 ,10026,28,10004,1
10002,10001,10001,1005,1124,42000,74952.91,53926.572,21026.338,0.28 ,10002,59,10002,0
10019,10003,10003,1006,1311,30000,15828.56,11289.48,4539.08,0.29 ,10015,14,10004,0
10030,10003,10003,1014,593,105000,55469.95,48882.33,6587.62,0.12 ,10017,79,10004,1
10025,10002,10002,1009,634,9500,9582.49,8418.938,1163.552,0.12 ,10021,8,10004,0
10025,10002,10002,1009,634,500,504.34,444.05,60.29,0.12 ,10021,8,10004,0
10005,10002,10002,1009,594,503500,429737.75,418572.641,11165.109,0.03 ,10008,36,10004,0
10019,10003,10003,1006,1311,15000,7681.51,5644.74,2036.77,0.27 ,10015,14,10004,0
10009,10002,10002,1002,279,2500,2385.92,2220.27,165.65,0.07 ,10008,36,10004,0
10009,10002,10002,1002,279,7000,6680.59,6216.749,463.841,0.07 ,10008,36,10004,0
10030,10003,10003,1014,593,20000,10552.38,9310.92,1241.46,0.12 ,10017,79,10004,1
10030,10003,10003,1014,593,10000,5276.19,4655.46,620.73,0.12 ,10017,79,10004,1
10030,10003,10003,1014,593,95000,50123.79,44226.87,5896.92,0.12 ,10017,79,10004,1
10030,10003,10003,1014,593,60000,31657.13,27932.76,3724.37,0.12 ,10017,79,10004,1
10030,10003,10003,1014,593,10000,5276.19,4655.46,620.73,0.12 ,10017,79,10004,1
10012,10002,10002,1006,440,9500,8845.37,8437.0165,408.3535,0.05 ,10010,14,10004,0
10012,10002,10002,1006,440,28500,26536.12,24154.9755,2381.1445,0.09 ,10010,14,10004,0
10012,10002,10002,1006,440,28500,26536.12,23595.036,2941.084,0.11 ,10010,14,10004,0
10009,10002,10002,1002,279,4000,3662.3,3311.58,350.72,0.10 ,10008,36,10004,0
10009,10002,10002,1002,279,5500,5035.65,4553.428,482.222,0.10 ,10008,36,10004,0
10046,10001,10001,1013,2074,31500,44482.92,40444.929,4037.991,0.09 ,10002,59,10002,1
10019,10003,10003,1006,1311,15000,7681.51,5644.74,2036.77,0.27 ,10015,14,10004,0
10028,10003,10003,1005,740,5000,4073.53,1881.58,2191.95,0.54 ,10022,69,10004,0
10036,10003,10003,1015,1228,60000,23742.85,22578.96,1163.89,0.05 ,10026,28,10004,1
10036,10003,10003,1015,1228,480000,189942.77,180631.68,9311.09,0.05 ,10026,28,10004,1
10036,10003,10003,1015,1228,60000,23742.85,22578.96,1163.89,0.05 ,10026,28,10004,1
10036,10003,10003,1015,1228,150000,59357.12,56447.4,2909.72,0.05 ,10026,28,10004,1
10036,10003,10003,1015,1228,55000,21764.28,20697.71,1066.57,0.05 ,10026,28,10004,1
10036,10003,10003,1015,1228,395000,156307.05,148644.82,7662.23,0.05 ,10026,28,10004,1
10009,10002,10002,1002,279,7000,6409.02,5795.272,613.748,0.10 ,10008,36,10004,0
10009,10002,10002,1002,279,2500,2288.93,2069.74,219.19,0.10 ,10008,36,10004,0
10005,10002,10002,1009,594,3500,2987.25,2897.6395,89.6105,0.03 ,10008,36,10004,0
10005,10002,10002,1009,594,95000,81082.6,78650.12,2432.48,0.03 ,10008,36,10004,0
10005,10002,10002,1009,594,15500,13229.25,12832.388,396.862,0.03 ,10008,36,10004,0
10032,10003,10003,1013,1983,300000,112894.91,112894.8,0.11,0.00 ,10030,78,10004,1
10030,10003,10003,1014,593,15000,7914.28,6068.235,1846.045,0.23 ,10017,79,10004,0
10030,10003,10003,1014,593,5000,2638.09,2327.73,310.36,0.12 ,10017,79,10004,0
10030,10003,10003,1014,593,105000,55399.97,48438.6,6961.37,0.13 ,10017,79,10004,0
10030,10003,10003,1014,593,105000,55399.97,39563.16,15836.81,0.29 ,10017,79,10004,0
10030,10003,10003,1014,593,70000,36933.32,27208.16,9725.16,0.26 ,10017,79,10004,0
10005,10002,10002,1009,594,190000,162165.19,157300.24,4864.95,0.03 ,10008,36,10004,0
10030,10003,10003,1014,593,210000,110939.89,84955.29,25984.6,0.23 ,10017,79,10004,0
10019,10003,10003,1006,1311,15000,7681.51,5644.74,2036.77,0.27 ,10015,14,10004,0
10036,10003,10003,1015,1228,300000,118714.23,112894.8,5819.43,0.05 ,10026,28,10004,1
10032,10003,10003,1013,1983,120000,45157.96,45157.92,0.04,0.00 ,10030,78,10004,1
10029,10001,10001,1006,61,14000,19770.19,17975.524,1794.666,0.09 ,10001,60,10001,1
10029,10001,10001,1006,61,3500,4942.54,4493.881,448.659,0.09 ,10001,60,10001,1
10036,10003,10003,1015,1228,95000,37592.84,35750.02,1842.82,0.05 ,10026,28,10004,1
10036,10003,10003,1015,1228,10000,3957.14,3763.16,193.98,0.05 ,10026,28,10004,1
10036,10003,10003,1015,1228,105000,41549.98,39513.495,2036.485,0.05 ,10026,28,10004,1
10005,10002,10002,1009,594,28500,24324.78,23595.036,729.744,0.03 ,10008,36,10004,0
10005,10002,10002,1009,594,66500,56757.81,55055.084,1702.726,0.03 ,10008,36,10004,0
10009,10004,10002,1002,279,1000,915.57,903.16,12.41,0.01 ,10008,36,10004,0
10009,10004,10002,1002,279,11000,10071.31,9934.749,136.561,0.01 ,10008,36,10004,0
10032,10003,10003,1013,1983,90000,33868.47,33868.8,-0.33,0.00 ,10030,79,10004,1
10032,10003,10003,1013,1983,135000,50802.71,50802.66,0.05,0.00 ,10030,79,10004,1
10041,10004,10002,1005,1124,12000,11159.86,10837.908,321.952,0.03 ,10029,13,10004,0
10041,10004,10002,1005,1124,4000,3719.96,3612.64,107.32,0.03 ,10029,13,10004,0
10046,10001,10001,1013,2074,45500,64229.92,58420.453,5809.467,0.09 ,10002,60,10002,1
10030,10003,10003,1014,593,100000,52761.88,38893.6,13868.28,0.26 ,10017,80,10004,0
10030,10003,10003,1014,593,95000,50123.79,35750.02,14373.77,0.29 ,10017,80,10004,0
10019,10003,10003,1006,1311,15000,7681.51,5644.53,2036.98,0.27 ,10015,15,10004,0
10036,10003,10003,1015,1228,10000,3957.14,3762.96,194.18,0.05 ,10026,29,10004,1
10036,10003,10003,1015,1228,230000,91014.24,86549.46,4464.78,0.05 ,10026,29,10004,1
10036,10003,10003,1015,1228,60000,23742.85,22578.12,1164.73,0.05 ,10026,29,10004,1
10030,10003,10003,1014,593,40000,21131.41,15052.64,6078.77,0.29 ,10017,80,10004,0
10030,10003,10003,1014,593,200000,105657.04,88671.8,16985.24,0.16 ,10017,80,10004,0
10030,10003,10003,1014,593,190000,100374.19,87825.03,12549.16,0.13 ,10017,80,10004,0
10030,10003,10003,1014,593,5000,2641.4,2250.05,391.35,0.15 ,10017,80,10004,0
10032,10003,10003,1013,1983,210000,79026.43,79026.36,0.07,0.00 ,10030,79,10004,1
10032,10003,10003,1013,1983,315000,118539.65,118539.54,0.11,0.00 ,10030,79,10004,1
10032,10003,10003,1013,1983,75000,28223.73,28223.7,0.03,0.00 ,10030,79,10004,1
10045,10001,10001,1002,1241,7000,11623.13,8987.762,2635.368,0.23 ,10002,60,10002,0
10025,10002,10002,1009,634,9300,9380.75,7699.4328,1681.3172,0.18 ,10021,9,10004,0
10025,10002,10002,1009,634,700,706.08,579.53,126.55,0.18 ,10021,9,10004,0
10005,10002,10002,1009,594,76000,64866.08,60623.528,4242.552,0.07 ,10008,37,10004,0
10005,10002,10002,1009,594,256500,218923.01,212355.324,6567.686,0.03 ,10008,37,10004,0
10009,10004,10002,1005,2162,1000,915.57,903.16,12.41,0.01 ,10008,37,10004,0
10009,10004,10002,1005,2162,7000,6409.02,6322.113,86.907,0.01 ,10008,37,10004,0
10012,10002,10002,1006,440,28500,26536.12,23595.036,2941.084,0.11 ,10010,15,10004,0
10012,10002,10002,1006,440,19000,17690.75,15730.024,1960.726,0.11 ,10010,15,10004,0
10046,10001,10001,1013,2074,28000,39538.84,35951.048,3587.792,0.09 ,10002,60,10002,1
10030,10003,10003,1014,593,105000,55397.83,47251.05,8146.78,0.15 ,10017,80,10004,0
10030,10003,10003,1014,593,90000,47483.86,40501.08,6982.78,0.15 ,10017,80,10004,0
10030,10003,10003,1014,593,20000,10551.97,9000.2,1551.77,0.15 ,10017,80,10004,0
10030,10003,10003,1014,593,100000,52759.84,45001,7758.84,0.15 ,10017,80,10004,0
10030,10003,10003,1014,593,45000,23741.93,20250.45,3491.48,0.15 ,10017,80,10004,0
10036,10003,10003,1015,1228,210000,83096.75,79023.42,4073.33,0.05 ,10026,29,10004,1
10015,10001,10001,1006,1701,3500,4942.36,4493.881,448.479,0.09 ,10001,61,10001,1
10019,10003,10003,1006,1311,15000,7681.21,5644.53,2036.68,0.27 ,10015,15,10004,0
10032,10003,10003,1013,1983,45000,16933.58,16934.22,-0.64,0.00 ,10023,85,10004,1
10032,10003,10003,1013,1983,465000,174980.34,177417.96,-2437.62,-0.01 ,10023,85,10004,1
10045,10001,10001,1002,1241,3500,4940.76,4493.881,446.879,0.09 ,10002,60,10002,1
10045,10001,10001,1002,1241,3500,4940.76,4493.881,446.879,0.09 ,10002,60,10002,1
10005,10002,10002,1009,594,19000,16215.89,15729.777,486.113,0.03 ,10008,37,10004,0
10005,10002,10002,1009,594,34500,29444.65,28561.308,883.342,0.03 ,10008,37,10004,0
10005,10002,10002,1009,594,203000,173254,172988.074,265.926,0.00 ,10008,37,10004,0
10009,10004,10002,1005,2162,4000,3662.15,3582.532,79.618,0.02 ,10008,37,10004,0
10002,10001,10001,1005,1124,14000,24983.34,17975.524,7007.816,0.28 ,10002,60,10002,0
10030,10003,10003,1014,593,45000,23741.93,20250.45,3491.48,0.15 ,10017,80,10004,0
10030,10003,10003,1014,593,45000,23741.93,20250.45,3491.48,0.15 ,10017,80,10004,0
10030,10003,10003,1014,593,90000,47483.86,40500.9,6982.96,0.15 ,10017,80,10004,0
10007,10002,10002,1003,884,9500,8107.95,8222.193,-114.243,-0.01 ,10005,107,10004,0
10012,10002,10002,1006,440,9500,8845.03,8222.193,622.837,0.07 ,10010,15,10004,0
10012,10002,10002,1006,440,9500,8845.03,8222.193,622.837,0.07 ,10010,15,10004,0
10012,10002,10002,1006,440,9500,8845.03,8222.193,622.837,0.07 ,10010,15,10004,0
10012,10002,10002,1006,440,9500,8856.55,7937.8865,918.6635,0.10 ,10010,15,10004,0
10012,10002,10002,1006,440,19000,17713.09,15729.416,1983.674,0.11 ,10010,15,10004,0
10012,10002,10002,1006,440,9500,8845.03,8222.193,622.837,0.07 ,10010,15,10004,0
10012,10002,10002,1006,440,9500,8845.03,8222.193,622.837,0.07 ,10010,15,10004,0
10046,10001,10001,1013,2074,35000,49423.56,44938.81,4484.75,0.09 ,10002,60,10002,1
10048,10003,10003,1005,1380,15000,8146.74,5644.53,2502.21,0.31 ,10033,8,10006,0
10036,10003,10003,1015,1228,420000,166193.5,158046.84,8146.66,0.05 ,10026,29,10004,1
10036,10003,10003,1015,1228,380000,150365.54,147859.52,2506.02,0.02 ,10026,29,10004,1
10036,10003,10003,1015,1228,90000,33867.16,33867.18,-0.02,0.00 ,10026,29,10004,1
10036,10003,10003,1015,1228,40000,15827.95,15052.08,775.87,0.05 ,10026,29,10004,1
10049,10002,10002,1005,1124,9500,8476.49,7864.708,611.782,0.07 ,10032,88,10007,0
10036,10003,10003,1015,1228,180000,67734.33,67734.36,-0.03,0.00 ,10026,29,10004,1
10002,10001,10001,1005,1124,14000,24983.34,17975.524,7007.816,0.28 ,10002,60,10002,0
10046,10001,10001,1013,2074,7000,9884.71,8987.762,896.948,0.09 ,10002,60,10002,1
10046,10001,10001,1013,2074,17500,24711.78,22469.405,2242.375,0.09 ,10002,60,10002,1
10032,10003,10003,1013,1983,5000,1881.51,1881.51,0,0.00 ,10030,79,10004,1
10032,10003,10003,1013,1983,90000,33867.16,33867.18,-0.02,0.00 ,10030,79,10004,1
10032,10003,10003,1013,1983,30000,11289.05,11430.3,-141.25,-0.01 ,10030,79,10004,1
10032,10003,10003,1013,1983,25000,9407.55,10113.725,-706.175,-0.08 ,10030,79,10004,1
10009,10004,10002,1005,2162,2000,1831.08,1806.32,24.76,0.01 ,10008,37,10004,0
10030,10003,10003,1014,593,35000,18465.94,15750.35,2715.59,0.15 ,10017,80,10004,0
10030,10003,10003,1014,593,30000,15827.95,13500.3,2327.65,0.15 ,10017,80,10004,0
10030,10003,10003,1014,593,85000,44845.86,39419.515,5426.345,0.12 ,10017,80,10004,0
10030,10003,10003,1014,593,90000,47483.86,41897.52,5586.34,0.12 ,10017,80,10004,0
10030,10003,10003,1014,593,5000,2637.99,2327.64,310.35,0.12 ,10017,80,10004,0
10030,10003,10003,1014,593,160000,84415.74,74484.48,9931.26,0.12 ,10017,80,10004,0
10043,10004,10002,1013,835,8000,7448.45,7225.272,223.178,0.03 ,10025,73,10004,0
10029,10001,10001,1006,61,7000,9884.71,8987.762,896.948,0.09 ,10001,61,10001,1
10012,10002,10002,1006,440,28500,26535.1,23594.124,2940.976,0.11 ,10010,15,10004,0
10012,10002,10002,1006,440,9500,8845.03,7864.708,980.322,0.11 ,10010,15,10004,0
10012,10002,10002,1006,440,9500,8845.03,7864.708,980.322,0.11 ,10010,15,10004,0
10012,10002,10002,1006,440,9500,8845.03,7864.708,980.322,0.11 ,10010,15,10004,0
10041,10004,10002,1005,1124,16000,14896.9,14450.544,446.356,0.03 ,10029,13,10004,0
10019,10003,10003,1006,1311,15000,7681.21,5644.53,2036.68,0.27 ,10015,15,10004,0
10019,10003,10003,1006,1311,15000,7681.21,5644.53,2036.68,0.27 ,10015,15,10004,0
10032,10003,10003,1013,1983,225000,561950.49,84667.95,477282.54,0.85 ,10030,79,10004,0
10036,10003,10003,1015,1228,275000,103483,103483.05,-0.05,0.00 ,10026,29,10004,1
10036,10003,10003,1015,1228,50000,18815.09,18815.1,-0.01,0.00 ,10026,29,10004,1
10036,10003,10003,1015,1228,245000,92193.94,92193.99,-0.05,0.00 ,10026,29,10004,1
10036,10003,10003,1015,1228,30000,11289.05,11289.06,-0.01,0.00 ,10026,29,10004,1
10032,10003,10003,1013,1983,30000,74926.73,11289.03,63637.7,0.85 ,10030,79,10004,0
10005,10002,10002,1009,594,19000,16215.89,15729.416,486.474,0.03 ,10008,37,10004,0
10005,10002,10002,1009,594,285000,243238.38,235941.24,7297.14,0.03 ,10008,37,10004,0
10009,10004,10002,1005,2162,8000,7324.31,7225.272,99.038,0.01 ,10008,37,10004,0
10030,10003,10003,1014,593,140000,73863.78,65173.92,8689.86,0.12 ,10017,80,10004,0
10030,10003,10003,1014,593,60000,31655.9,24782.52,6873.38,0.22 ,10017,80,10004,0
10030,10003,10003,1014,593,55000,29017.91,20697.38,8320.53,0.29 ,10017,80,10004,0
10030,10003,10003,1014,593,45000,23741.93,16934.22,6807.71,0.29 ,10017,80,10004,0
10012,10002,10002,1006,440,9500,8845.03,7864.708,980.322,0.11 ,10010,15,10004,0
10012,10002,10002,1006,440,19000,17690.06,15729.416,1960.644,0.11 ,10010,15,10004,0
10032,10003,10003,1013,1983,150000,374633.66,56445.3,318188.36,0.85 ,10030,79,10004,0
10032,10003,10003,1013,1983,60000,149853.46,22578.12,127275.34,0.85 ,10030,79,10004,0
10043,10004,10002,1013,835,8000,7448.45,7225.272,223.178,0.03 ,10025,73,10004,0
10036,10003,10003,1015,1228,210000,79023.38,87169.95,-8146.57,-0.10 ,10026,29,10004,1
10036,10003,10003,1015,1228,65000,24459.62,24459.63,-0.01,0.00 ,10026,29,10004,1
10036,10003,10003,1015,1228,5000,1881.51,1881.51,0,0.00 ,10026,29,10004,1
10036,10003,10003,1015,1228,75000,28222.64,28223.325,-0.685,0.00 ,10026,29,10004,1
10036,10003,10003,1015,1228,5000,1881.51,1881.58,-0.07,0.00 ,10026,29,10004,1
10019,10003,10003,1006,1311,15000,7681.21,5644.53,2036.68,0.27 ,10015,15,10004,0
10019,10003,10003,1006,1311,15000,7681.21,5644.53,2036.68,0.27 ,10015,15,10004,0
10030,10003,10003,1014,593,60000,31648.56,22578.96,9069.6,0.29 ,10017,81,10004,0
10030,10003,10003,1014,593,35000,18461.66,13171.06,5290.6,0.29 ,10017,81,10004,0
10030,10003,10003,1014,593,180000,94945.68,67735.26,27210.42,0.29 ,10017,81,10004,0
10030,10003,10003,1014,593,45000,23736.42,16933.59,6802.83,0.29 ,10017,81,10004,0
10030,10003,10003,1014,593,40000,21099.04,15052.08,6046.96,0.29 ,10017,81,10004,0
10030,10003,10003,1014,593,130000,68571.88,48919.26,19652.62,0.29 ,10017,81,10004,0
10030,10003,10003,1014,593,110000,58022.36,41393.22,16629.14,0.29 ,10017,81,10004,0
10005,10002,10002,1009,594,66500,56755.62,55052.956,1702.664,0.03 ,10008,38,10004,0
10005,10002,10002,1009,594,275500,235130.43,228076.532,7053.898,0.03 ,10008,38,10004,0
10041,10004,10002,1005,1124,16000,14817.81,14450.544,367.266,0.02 ,10029,14,10004,0
10041,10004,10002,1005,1124,2000,1852.23,1806.32,45.91,0.02 ,10029,14,10004,0
10041,10004,10002,1005,1124,20000,18522.26,18063.18,459.08,0.02 ,10029,14,10004,0
10041,10004,10002,1005,1124,2000,1852.22,1806.32,45.9,0.02 ,10029,14,10004,0
10032,10003,10003,1013,1983,180000,67734.32,61852.68,5881.64,0.09 ,10030,80,10004,1
10032,10003,10003,1013,1983,150000,51557.23,51544.05,13.18,0.00 ,10030,80,10004,1
10032,10003,10003,1013,1983,165000,56712.95,56698.29,14.66,0.00 ,10030,80,10004,1
10032,10003,10003,1013,1983,45000,15467.17,15463.17,4,0.00 ,10030,80,10004,1
10009,10004,10002,1005,2162,4000,3662.15,3612.66,49.49,0.01 ,10008,38,10004,0
10030,10003,10003,1014,593,5000,2637.99,1881.51,756.48,0.29 ,10017,81,10004,0
10030,10003,10003,1014,593,55000,29017.91,20696.5,8321.41,0.29 ,10017,81,10004,0
10030,10003,10003,1014,593,180000,94967.71,80980.92,13986.79,0.15 ,10017,81,10004,0
10050,10003,10003,1005,1965,2000,1055.2,687.25,367.95,0.35 ,10034,74,10004,0
10050,10003,10003,1005,1965,8000,4220.79,2749.008,1471.782,0.35 ,10034,74,10004,0
10030,10003,10003,1014,593,30000,15828.56,13496.82,2331.74,0.15 ,10017,81,10004,0
10012,10002,10002,1006,440,9500,8845.03,7864.708,980.322,0.11 ,10010,16,10004,0
10012,10002,10002,1006,440,9500,8845.03,7864.708,980.322,0.11 ,10010,16,10004,0
10012,10002,10002,1006,440,9500,8845.03,7864.708,980.322,0.11 ,10010,16,10004,0
10012,10002,10002,1006,440,9500,8845.03,7864.708,980.322,0.11 ,10010,16,10004,0
